Representation,Level,Band,Channel,Feature,Window_Length_s,Entropy_Bins,Baseline_Median_Entropy_bits,Modulation_Median_Entropy_bits,Delta_Entropy_ModMinusBase_bits,Delta_Sign,Baseline_N_Valid_Windows,Modulation_N_Valid_Windows,Entropy_Definition
FFT-derived POW,Feature,Gamma,O1,POW.O1.Gamma,60,32,1.468960329,1.486702793,0.01774246474,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,O1,POW.O1.Gamma,60,64,2.334433256,2.320572285,-0.01386097139,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,O1,POW.O1.Gamma,120,16,0.9962441613,0.9558217744,-0.0404223869,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,O1,POW.O1.Gamma,120,32,1.474687142,1.609296763,0.1346096209,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,O1,POW.O1.Gamma,120,64,2.368093013,2.466821711,0.09872869848,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,10,16,0.1686609315,0,-0.1686609315,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,10,32,0.9886994083,0.5435644432,-0.4451349651,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,10,64,1.805875438,1.418049125,-0.3878263136,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,30,16,0.2622568371,0.019472033,-0.2427848041,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,30,32,1.0705077,0.5834187696,-0.4870889307,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,30,64,1.971536485,1.532528147,-0.4390083383,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,60,16,0.2763863076,0.06946990747,-0.2069164001,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,60,32,1.077970168,0.6375520926,-0.4404180759,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,60,64,1.988478491,1.584051261,-0.4044272291,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,120,16,0.3165793082,0.04699944783,-0.2695798603,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,120,32,1.086340391,0.6299748661,-0.4563655245,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Pz,POW.Pz.Theta,120,64,1.994960636,1.584715986,-0.4102446501,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,10,16,2.360578272,1.832710995,-0.5278672779,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,10,32,3.148673207,2.702267822,-0.4464053849,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,10,64,3.989945521,3.489037155,-0.500908366,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,30,16,2.554684308,2.038554919,-0.5161293892,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,30,32,3.434349222,2.940902064,-0.4934471574,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,30,64,4.315050423,3.832734966,-0.4823154576,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,60,16,2.741109971,2.157533675,-0.583576296,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,60,32,3.690871252,3.078140799,-0.6127304524,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,60,64,4.613378639,4.013698756,-0.599679883,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,120,16,2.78239163,2.175014622,-0.6073770087,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,120,32,3.693697291,3.132698642,-0.5609986492,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Pz,POW.Pz.Alpha,120,64,4.644122248,4.057319405,-0.5868028437,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,10,16,2.351766536,1.933466233,-0.4183003025,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,10,32,3.176615674,2.776362141,-0.4002535334,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,10,64,4.023421891,3.628789417,-0.3946324746,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,30,16,2.555333957,2.074400506,-0.4809334505,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,30,32,3.502680477,2.964321815,-0.5383586626,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,30,64,4.434472789,3.874191961,-0.5602808288,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,60,16,2.592141503,2.115037145,-0.4771043579,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,60,32,3.529993288,3.034477965,-0.4955153224,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,60,64,4.494131181,3.996690404,-0.4974407767,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,120,16,2.664739759,2.217223288,-0.4475164715,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,120,32,3.599601411,3.110066323,-0.4895350889,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Pz,POW.Pz.BetaL,120,64,4.576006296,4.080856488,-0.4951498087,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,10,16,2.439466173,2.035712404,-0.4037537687,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,10,32,3.32804709,2.87394268,-0.4541044101,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,10,64,4.159233323,3.764945521,-0.3942878019,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,30,16,2.621378066,2.20542091,-0.4159571555,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,30,32,3.583838132,3.122935149,-0.4609029828,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,30,64,4.513122698,4.035585385,-0.477537313,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,60,16,2.723696675,2.231360119,-0.4923365558,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,60,32,3.680056938,3.169975428,-0.5100815109,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,60,64,4.626167678,4.12498909,-0.5011785875,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,120,16,2.710776917,2.28706619,-0.4237107275,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,120,32,3.671029712,3.22589382,-0.4451358921,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Pz,POW.Pz.BetaH,120,64,4.642068551,4.198934392,-0.4431341587,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,10,16,2.235421234,1.741781796,-0.4936394381,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,10,32,3.119840319,2.57354665,-0.5462936689,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,10,64,3.986689316,3.46160294,-0.525086376,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,30,16,2.405047574,1.858491593,-0.5465559814,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,30,32,3.337658671,2.75415726,-0.5835014113,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,30,64,4.278731728,3.694296666,-0.5844350615,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,60,16,2.512732164,1.94919397,-0.5635381944,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,60,32,3.457496533,2.895281755,-0.5622147772,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,60,64,4.430115488,3.839814328,-0.5903011605,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,120,16,2.543517359,2.007082159,-0.5364351996,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,120,32,3.506885746,2.951806344,-0.5550794014,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Pz,POW.Pz.Gamma,120,64,4.482811745,3.895848576,-0.586963169,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
